Name,CR,XP,Race,Class1,Class1_Lvl,Class2,Class2_Lvl,Alignment,Size,Type,subtype1,subtype2,subtype3,subtype4,subtype5,subtype6,AC,AC_Touch,AC_Flat-footed,HP,HD,Fort,Ref,Will,Melee,Ranged,Space,Reach,Str,Dex,Con,Int,Wis,Cha,Feats,Skills,RacialMods,Languages,SQ,Environment,Organization,Treasure,Group,Gear,OtherGear,CharacterFlag,CompanionFlag,Speed,Base_Speed,Fly_Speed,Maneuverability,Climb_Speed,Swim_Speed,Burrow_Speed,Speed_Special,Speed_Land,Fly,Climb,Burrow,Swim,VariantParent,ClassArchetypes,CompanionFamiliarLink,AlternateNameForm,id,UniqueMonster,MR,Mythic,MT,Source
Dust Digger,4,"1,200",,,,,,N,Large,aberration,,,,,,,16,9,16,27,5d8+5,2,1,4,5 tentacles +8 (1d6+3 plus grab) and bite +8 (2d6+3),,10,10 (5 with bite),16,10,13,2,11,10,"Improved Natural Attack (bite), Skill Focus (Perception), Skill Focus (Stealth)","Perception +8, Stealth +5 (+17 sandy terrain)",+12 Stealth in sandy terrain,,earth glide,warm desert,"solitary, gang (4-8), or colony (9-20)",none,,,,0,0,"10 ft., burrow 10 ft.",10,,,,,,,1,0,0,1,0,,,NULL,,2550,0,0,0,0,Tome of Horrors Complete
Dust Ghoul,8,"4,800",,,,,,CE,Medium,undead,air,earth,extraplanar,,,,21,13,18,102,12d8+48,9,9,10,"bite +16 (2d6+6), 2 claws +16 (1d8+6/19-20x3)",,5,5,22,16,-,14,14,16,"Great Fortitude, Improved Initiative, Lightning Reflexes, Toughness, Weapon Focus (bite) Weapon Focus (claw)","Acrobatics +15 (+19 jump), Climb +21, Fly +16, Intimidate +18, Knowledge (planes) +12, Perception +17, Stealth +18",,Common,limited flight,Plane of Molten Skies,"solitary, gang (2-5), or pack (6-12)",none,Ghoul,,,0,0,"40 ft., fly 40 ft. (perfect), burrow 20 ft.",40,,perfect,,,,,1,1,0,1,0,,,NULL,,2628,0,0,0,0,Tome of Horrors Complete
Dvorovoi,4,"1,200",,,,,,CN,Small,fey,,,,,,,17,14,14,38,7d6+14,4,8,6,pitchfork +6 (1d8+3),pitchfork +7 (1d8+3),5,5,15,16,14,9,13,16,"Catch Off-Guard, Combat Reflexes, Throw Anything, Two-Handed Thrower","Acrobatics +10, Bluff +10, Diplomacy +9, Handle Animal +13, Knowledge (nature) +5, Perception +9, Sense Motive +6, Stealth +16, Survival +3",+4 Handle Animal,"Common, Sylvan; speak with animals","compression, oversized weapons, wild empathy +18",any land,solitary or gathering (2-6),none,,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,4025,0,0,0,0,AP 67
Dwarf Caiman,0.33,135,,,,,,N,Small,animal,,,,,,,14,11,14,6,1d8+2,4,2,0,bite +1 (1d4),,5,5,10,11,15,2,11,2,Sill Focus (Stealth),"Stealth +11 (+19 in water), Swim +8",+8 Stealth in water,none,,warm water,"solitary, pair, or bask (3-12)",none,Familiar,,,0,0,"10 ft., swim 30 ft",10,,,,,,,1,0,0,0,1,,,NULL,,2724,0,0,0,0,AP 55
Dweomercat,7,"3,200",,,,,,CN,Medium,magical beast,,,,,,,23,17,16,85,10d10+30,10,13,6,"2 claws +16 (1d4+2), bite +16 (1d6+2)",,5,5,15,23,16,13,16,16,"Dodge, Improved Initiative, Mobility, Spring Attack, Weapon Finesse","Climb +6, Knowledge (arcana) +11, Perception +16, Stealth +19",+4 Climb,"Common, Sylvan",spell link,any forest,"solitary, hunt (2-3), ambush (1-3 dweomercats and 2-12 dweomercat cubs)",standard,,,,0,0,40 ft.,40,,,,,,,1,0,0,0,0,,,NULL,,895,0,0,0,0,AP 36
Dweomercat Cub,2,600,,,,,,CN,Tiny,magical beast,,,,,,,16,15,13,16,3d10,3,5,2,"2 claws +7 (1d2-1), bite +7 (1d3-1)",,5,5,9,15,10,9,12,14,"Dodge, Weapon Finesse","Climb +3, Knowledge (arcana) +0, Perception +5, Stealth +4",+4 Climb,"Common, Sylvan",,any forest,solitary or ambush (1-3 dweomercats and 2-12 dweomercat cubs),standard,,,,0,0,20 ft.,20,,,,,,,1,0,0,0,0,,,NULL,,894,0,0,0,0,AP 36
Dwiergeth,13,"25,600",,,,,,CE,Large,aberration,extraplanar,,,,,,28,17,20,175,13d8+117,13,11,15,2 bites +19 (4d6+11/19-20 plus grab),,10,10,32,25,28,5,24,17,"Combat Reflexes, Dodge, Improved Critical (bites), Improved Initiative, Mobility, Spring Attack, Wind Stance","Climb +37, Perception +16",,Abyssal,,cold mountains,"solitary, pair, or pack (3-6)",incidental,,,,0,0,"60 ft., climb 60 ft.",60,,,,,,,1,0,1,0,0,NULL,,NULL,,4674,0,0,0,0,The Worldwound
Dybbuk,15,"51,200",,,,,,NE,Medium,undead,incorporeal,,,,,,28,28,17,207,18d8+126,13,17,17,pain touch +19 touch (7d6),,5,5,-,32,-,15,18,25,"Alertness, Blind-Fight, Combat Reflexes, Flyby Attack, Improved Initiative, Iron Will, Lunge, Step Up, Weapon Finesse","Bluff +25, Diplomacy +25, Fly +19, Intimidate +28, Perception +29, Sense Motive +29, Stealth +32",,"Abyssal, Celestial, Common",,any,solitary,none,,,,0,0,fly 60 ft. (perfect),,60,,,,,,0,1,0,0,0,,,NULL,,2055,0,0,0,0,PFRPG Bestiary 3
D'ziriak,3,800,,,,,,N,Medium,outsider,extraplanar,,,,,,16,12,14,26,4d10+4,2,6,6,2 claws +6 (1d6+1 plus grab),,5,5,13,15,12,13,14,16,"Combat Reflexes, Weapon Focus (claw)","Climb +8, Knowledge (arcana) +8, Knowledge (planes) +8, Perception +9, Sense Motive +9, Stealth +9, Survival +7, Use Magic Device +8",,D'ziriak; telepathy 100 ft.,glow,any land (Plane of Shadow),"solitary, pair, swarm (3-20), or hive (21-100)",standard,,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,1194,0,0,0,0,PFRPG Bestiary 2
Eagle,0.50,200,,,,,,N,Small,animal,,,,,,,14,13,12,5,1d8+1,3,4,2,"2 talons +3 (1d4), bite +3 (1d4)",,5,5,10,15,12,2,15,7,Weapon Finesse,"Fly +8, Perception +10",+8 Perception,,,temperate mountains,solitary or pair,none,,,,0,0,"10 ft., fly 80 ft. (average)",10,80,average,,,,,1,1,0,0,0,NULL,,NULL,,150,0,0,0,0,PFRPG Bestiary
Earth Elemental Construct,13,"25,600",,,,,,N,Huge,construct,earth,elemental,extraplanar,,,,25,7,25,205,30d10+40,10,9,10,2 slams +42 (2d10+14),,15,15,38,8,-,-,11,1,,,,,,Plane of Earth,solitary,none,Elemental Construct,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,2575,0,0,0,0,Tome of Horrors Complete
Eblis,3,800,,,,,,NE,Medium,magical beast,,,,,,,18,14,14,26,4d10+4,5,9,2,beak +5 (1d6+1),,5,5,12,16,13,12,12,12,"Dodge, Lightning Reflexes, MobilityB","Acrobatics +8, Diplomacy +3, Fly +8, Intimidate +3, Perception +6, Stealth +8",,"Common, Eblis",,temperate marshes,flock (4-16),standard,,,,0,0,"30 ft., fly 30 ft. (average)",30,,average,,,,,1,1,0,0,0,,,NULL,,2551,0,0,0,0,Tome of Horrors Complete
Ebon Acolytus,7,"3,200",,,,,,N,Large,construct,,,,,,,20,8,20,79,9d10+30,3,2,3,dagger +14 (1d6+9/19-20) or 2 slams +14 (1d6+6),,10,10,22,8,10,10,11,1,,,,,,any,solitary,incidental,,,,0,0,30 ft.,30,,,,,,,0,0,0,0,0,,,NULL,,504,0,0,0,0,AP 30
Ebon Ooze,6,"2,400",,,,,,NE,Huge,ooze,,,,,,,6,6,6,100,8d8+56 plus 8,9,2,4,slam +12 (3d6+10 plus 2d6 acid plus grab),,15,10,24,7,24,8,14,3,"Improved Initiative, Lightning Reflexes, Skill Focus (Stealth), ToughnessB, Weapon Focus (slam)",Stealth +1,,,,underground,solitary,standard,Ooze,,,0,0,"20 ft., swim 20 ft.",20,,,,,,,1,0,0,0,1,,,NULL,,5023,0,0,0,0,Tome of Horrors 4
Ebony Horse,6,"2,400",,,,,,N,Large,outsider,extraplanar,native,,,,,19,13,15,84,8d10+40,7,10,9,"2 hooves +7 (1d6+2), bite +12 (1d8+5)",,10,5,20,18,21,13,17,11,"Alertness, Endurance, Flyby Attack, Run","Fly +17, Intimidate +11, Knowledge (planes) +12, Perception +16, Sense Motive +16, Stealth +11, Survival +14",,"Common, any two elemental languages (Aquan, Auran, Ignan, Terran), any one planar language (Abyssal, Celestial, Infernal)",elemental endurance,warm and temperate plains,solitary or herd (2-4),none,,,,0,0,"50 ft., fly 90 ft. (good)",50,,good,,,,,1,1,0,0,0,NULL,,NULL,,4812,0,0,0,0,Tome of Horrors 4
Ecorche,16,"76,800",,,,,,CE,Large,undead,,,,,,,30,14,25,209,22d8+110,12,12,15,2 claws +27 (3d6+11/19-20),,10,10,32,20,-,9,11,21,"Awesome Blow, Blinding Critical, Combat Reflexes, Critical Focus, Improved Bull Rush, Improved Critical (claw), Improved Initiative, Iron Will, Power Attack, Stand Still, Weapon Focus (claw)","Disguise +30, Perception +25, Stealth +26",,Common,wear skin,any land,solitary or gang (2-4),none,,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,2056,0,0,0,0,PFRPG Bestiary 3
Ectoplasm,5,"1,600",,,,,,N,Large,ooze,incorporeal,,,,,,11,11,10,47,5d8+25,6,2,-4,incorporeal touch +3 (1d8 Strength damage),,10,5,-,12,21,-,1,1,,Fly +7,,,glow,any,solitary,none,,,,0,0,fly 30 ft. (perfect),,30,,,,,,0,1,0,0,0,,,NULL,,2552,0,0,0,0,Tome of Horrors Complete
Ectoplasmic Human,0.50,200,,,,,,N,Medium,undead,,,,,,,12,10,12,7,1d8+3,0,0,2,slam +3 (1d4+3 plus horrifying ooze),,5,5,16,11,-,-,10,12,ToughnessB,,,,phase lurch,any,"solitary, pair, or haunt (3-6)",none,Ectoplasmic Creature,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,5202,0,0,0,0,PFRPG Bestiary 4
Edon,1,400,,,,,,N,Small,magical beast,,,,,,,14,13,12,15,2d10+4,5,5,1,"2 claws +5 (1d3+1), bite +5 (1d4+1)",,5,5,12,15,14,4,12,8,Weapon Finesse,"Acrobatics +10, Climb +13, Perception +5","+4 Acrobatics, +4 Climb",Sylvan (can't speak),deaf,warm or temperate forests,gang (2-5) or pack (6-11),standard,,,,0,0,"30 ft., climb 20 ft.",30,,,,,,,1,0,1,0,0,NULL,,NULL,,4813,0,0,0,0,Tome of Horrors 4
Efreeti,8,"4,800",,,,,,LE,Large,outsider,extraplanar,fire,,,,,21,13,17,95,10d10+40,7,10,9,2 slams +15 (1d8+6 plus 1d6 fire) or mwk falchion +16/+11 (2d6+9/18-20),,10,10,23,17,18,12,14,15,"Combat Casting, Combat Reflexes, Deceitful, Dodge, Improved InitiativeB, Quicken Spell-Like Ability (scorching ray)","Bluff +19, Craft (any one) +14, Disguise +10, Fly +13, Intimidate +15, Perception +15, Sense Motive +15, Spellcraft +14, Stealth +8",,"Auran, Aquan, Common, Ignan, Terran; telepathy 100 ft.","change shape (humanoid or giant, alter self or giant form I)",any (Plane of Fire),"solitary, pair, company (3-6), or band (7-12)","standard (mwk falchion, other gear)",Genie,,,0,0,"20 ft., fly 40 ft. (perfect)",20,40,perfect,,,,,1,1,0,0,0,,,NULL,,199,0,0,0,0,PFRPG Bestiary
Einherji,10,"9,600",,,,,,CN,Medium,outsider,extraplanar,,,,,,24,13,21,123,13d10+52,12,11,8,+2 battleaxe +19/+14/+9 (1d8+6/x3),mwk throwing axe +17 (1d6+4),5,5,19,16,19,10,14,11,"Combat Reflexes, Improved Initiative, Improved Iron WillB, Iron Will, Power Attack, Stand Still, Step Up, Strike Back","Intimidate +16, Knowledge (engineering) +16, Knowledge (planes) +16, Perception +18, Ride +16, Survival +18",,"Celestial, Common","battle-trained, thirst for battle",any,"solitary, squad (3-6), or warband (7-16)","triple (+2 scale mail, +2 heavy wooden shield, +2 battleaxe, masterwork throwing axe)",,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,NULL,,NULL,,5203,0,0,0,0,PFRPG Bestiary 4
Ekimmu,7,"3,200",,,,,,CE,Medium,undead,incorporeal,,,,,,19,19,15,84,8d8+40 plus 8,7,5,10,"incorporeal touch +9 (7d6, DC 19 Fort half)",,5,5,-,16,-,14,14,21,"Ability Focus (malevolence)B, Dodge, Improved Initiative, Iron Will, Toughness","Fly +22, Intimidate +16, Knowledge (local) +10, Perception +13, Sense Motive +13, Stealth +14",,Common,,any,solitary,none,,,,0,0,fly 30 ft. (perfect),,30,,,,,,0,1,0,0,0,NULL,,NULL,,4815,0,0,0,0,Tome of Horrors 4
Elasmosaurus,7,"3,200",,,,,,N,Huge,animal,,,,,,,20,11,17,105,10d8+60,14,9,6,bite +13 (2d8+12),,15,20,26,15,20,2,13,9,"Dodge, Great Fortitude, Iron Will, Mobility, Toughness","Perception +14, Swim +16",,,,warm aquatic,"solitary, pair, or school (3-6)",none,Dinosaur,,,0,0,"20 ft., swim 50 ft.",20,,,,50,,,1,0,0,0,1,,,NULL,,101,0,0,0,0,PFRPG Bestiary
Elder Acid Quasi-elemental,9,"6,400",,,,,,N,Huge,outsider,acid,elemental,extraplanar,,,,22,14,16,114,12d10+48,8,14,10,2 slams +17 (1d8+7 plus 1d8 acid),,15,15,25,22,19,6,11,11,"Cleave, Great Cleave, Improved Bull Rush, Improved Initiative, Iron Will, Power Attack","Knowledge (planes) +13, Perception +15, Stealth +13, Swim +30",,Aquan,,Quasi-Plane of Acid,solitary,none,Quasi-elemental,,,0,0,"20 ft., swim 80 ft.",20,,,,,,,1,0,0,0,1,,,NULL,,2949,0,0,0,0,Tome of Horrors Complete
Elder Air Elemental,11,"12,800",,,,,,N,Huge,outsider,air,elemental,extraplanar,,,,28,20,16,152,16d10+64,14,21,7,2 slams +25 (2d8+9),,15,15,28,33,18,10,11,11,"Blind-Fight, Cleave, Combat Reflexes, Dodge, Flyby Attack, Improved InitiativeB, Iron Will, Mobility, Power Attack, Weapon FinesseB","Acrobatics +30, Escape Artist +30, Fly +34, Knowledge (planes) +19, Perception +19, Stealth +22",,Auran,,Plane of Air,"solitary, pair, or gang (3-8)",none,Elemental,,,0,0,fly 100 ft. (perfect),,100,perfect,,,,,0,1,0,0,0,,,NULL,,159,0,0,0,0,PFRPG Bestiary
Elder Earth Elemental,11,"12,800",,,,,,N,Huge,outsider,earth,elemental,extraplanar,,,,23,7,23,168,16d10+80,15,4,10,2 slams +26 (2d10+12/19-20),,15,15,34,8,21,10,11,11,"Awesome Blow, Cleave, Greater Bull Rush, Greater Overrun, Improved Bull RushB, Improved Critical (slam), Improved Overrun, Improved Sunder, Power Attack","Appraise +19, Climb +31, Knowledge (dungeoneering) +19, Knowledge (planes) +19, Perception +19, Stealth +10",,Terran,,any (Plane of Earth),"solitary, pair, or gang (3-8)",none,Elemental,,,0,0,"20 ft., burrow 20 ft., earth glide",20,,,,,20,earth glide,1,0,0,1,0,,,NULL,,165,0,0,0,0,PFRPG Bestiary
Elder Fire Elemental,11,"12,800",,,,,,N,Huge,outsider,elemental,extraplanar,fire,,,,26,18,16,152,16d10+64,14,19,7,2 slams +23 (2d8+8 plus burn),,15,15,26,29,18,10,11,11,"Blind-Fight, Combat Reflexes, Dodge, Improved InitiativeB, Iron Will, Lightning Stance, Mobility, Spring Attack, Weapon FinesseB, Wind Stance","Acrobatics +28, Climb +27, Escape Artist +28, Intimidate +19, Knowledge (planes) +19, Perception +19",,Ignan,,any (Plane of Fire),"solitary, pair, or gang (3-8)",none,Elemental,,,0,0,60 ft.,60,,,,,,,1,0,0,0,0,,,NULL,,171,0,0,0,0,PFRPG Bestiary
Elder Gravity Elemental,11,"12,800",,,,,,N,Huge,outsider,elemental,extraplanar,gravity,,,,21,21,10,168,16d10+80,10,20,10,2 slams +25 (1d8+7),missile +24) (damage by type),15,15,24,31,20,6,11,11,"Cleave, Dodge, Flyby Attack, Improved Initiative, Mobility, Power Attack, Throw AnythingB, Weapon Finesse, Weapon Focus (slam)","Fly +33, Perception +19, Sense Motive +19, Stealth +21",,,perfect flier Languages Gravity Manipulation,Plane of Gravity,solitary,none,Elemental,,,0,0,fly 100 ft. (perfect),,100,,,,,,0,1,0,0,0,,,NULL,,2558,0,0,0,0,Tome of Horrors Complete
Elder Ice Elemental,11,"12,800",,,,,,N,Huge,outsider,air,cold,elemental,extraplanar,water,,24,14,18,152,16d10+64,14,17,5,2 slams +24 (2d10+10/19-20 plus 2d8 cold),,15,15,30,20,19,10,11,11,"Cleave, Combat Reflexes, Dodge, Improved Critical (slam), Improved Initiative, Lightning Reflexes, Power Attack, Vital Strike","Escape Artist +24, Intimidate +19, Knowledge (planes) +19, Perception +19, Stealth +16, Swim +37",,Aquan,"ice glide, icewalking",any land or water (Plane of Water),"solitary, pair, or gang (3-8)",none,Elemental,,,0,0,"20 ft., burrow (ice and snow only) 20 ft., swim 60 ft.",20,,,,,20 (ice and snow only),,1,0,0,1,1,,,NULL,,1200,0,0,0,0,PFRPG Bestiary 2
Elder Lightning Elemental,11,"12,800",,,,,,N,Huge,outsider,air,elemental,extraplanar,,,,25,19,14,136,16d10+48,13,20,7,2 slams +24 (2d8+8 plus 2d8 electricity),,15,15,26,31,16,10,11,11,"Blind-Fight, Combat Reflexes, Dodge, Flyby Attack, Improved Initiative, Iron Will, Mobility, Power Attack, Weapon FinesseB","Acrobatics +29, Escape Artist +29, Fly +14, Intimidate +19, Knowledge (planes) +19, Perception +19, Stealth +21",,Auran,,any (Plane of Air),"solitary, pair, or gang (3-8)",none,Elemental,,,0,0,fly 100 ft. (perfect),,100,,,,,,0,1,0,0,0,,,NULL,,1206,0,0,0,0,PFRPG Bestiary 2
Elder Magma Elemental,11,"12,800",,,,,,N,Huge,outsider,earth,elemental,extraplanar,fire,,,25,7,25,152,16d10+64,14,9,5,2 slams +22 (3d6+8 plus burn),,15,15,26,8,19,10,11,11,"Cleave, Greater Bull Rush, Greater Overrun, Improved Bull Rush, Improved Initiative, Improved Overrun, Power Attack, Vital Strike","Climb +27, Intimidate +19, Knowledge (dungeoneering) +19, Knowledge (planes) +19, Perception +19, Stealth +10",,Ignan,,any (Plane of Fire),"solitary, pair, or gang (3-8)",none,Elemental,,,0,0,"20 ft., burrow 20 ft.",20,,,,,20,,1,0,0,1,0,,,NULL,,1212,0,0,0,0,PFRPG Bestiary 2
Elder Mud Elemental,11,"12,800",,,,,,N,Huge,outsider,earth,elemental,extraplanar,water,,,23,14,17,152,16d10+64,14,17,5,2 slams +24 (2d10+10/19-20 plus entrap),,15,15,30,20,19,10,11,11,"Awesome Blow, Cleave, Dodge, Great Cleave, Greater Bull Rush, Improved Bull RushB, Improved Critical (slams), Lightning Reflexes, Power Attack","Climb +29, Escape Artist +24, Intimidate +19, Knowledge (planes) +19, Perception +19, Stealth +16, Swim +18",,Terran,,any land or water (Plane of Earth),"solitary, pair, or gang (3-8)",none,Elemental,,,0,0,"20 ft., burrow 10 ft., swim 30 ft.",20,,,,,10,,1,0,0,1,1,,,NULL,,1218,0,0,0,0,PFRPG Bestiary 2
Elder Negative Energy Elemental,12,"19,200",,,,,,N,Huge,outsider,elemental,extraplanar,,,,,27,19,16,152,16d10+64,9,19,10,2 slams +25 (2d8+6 plus 2d8 negative energy plus energy drain),,15,15,22,31,18,10,11,11,"Blind-Fight, Combat Reflexes, Dodge, Extra Channel, Flyby Attack, Improved InitiativeB, Power Attack, Spring Attack, Weapon FinesseB, Weapon Focus (slam)","Fly +29, Intimidate +19, Knowledge (planes) +19, Knowledge (religion) +19, Perception +19, Stealth +21",,Negative Energy Fluctuation,,Negative Energy Plane,solitary,none,Elemental,,,0,0,fly 60 ft. (good),,60,,,,,,0,1,0,0,0,,,NULL,,2564,0,0,0,0,Tome of Horrors Complete
Elder Nirento,6,"2,400",,,,,,N,Huge,plant,,,,,,,20,10,18,76,9d8+36,10,7,2,4 vines +10 (1d8+5 plus grab),,15,15,20,14,19,2,9,11,"Combat Reflexes, Improved Initiative, Lightning Reflexes, Power Attack, Weapon Focus (vines)",Perception +11,,,,warm forests or plains,"solitary, pair, or grove (3-5)",incidental,Nirento,,,0,0,10 ft.,10,,,,,,,1,0,0,0,0,,,NULL,,2741,0,0,0,0,Isles Of The Shackles
Elder Obsidian Quasi-elemental,9,"6,400",,,,,,N,Huge,outsider,earth,elemental,extraplanar,,,,21,7,21,114,12d10+48,8,7,8,2 claws +20 (2d6+10/19-20),,5,5,30,8,19,6,11,11,"Awesome Blow, Cleave, Great Cleave, Improved Bull Rush, Improved Critical (claw), Improved Natural AttackB, Power Attack","Knowledge (planes) +13, Perception +15, Sense Motive +15, Stealth +6",,Terran,,Quasi-Plane of Obsidian,solitary,none,Quasi-elemental,,,0,0,20 ft.,20,,,,,,,1,0,0,0,0,,,NULL,,2958,0,0,0,0,Tome of Horrors Complete
Elder Positive Energy Elemental,12,"19,200",,,,,,N,Huge,outsider,elemental,extraplanar,,,,,27,19,16,152,16d10+64,9,19,10,2 slams +25 (2d8+6 plus 2d8 positive energy),,15,15,22,31,18,10,11,11,"Blind-Fight, Combat Reflexes, Dodge, Extra Channel, Flyby Attack, Improved InitiativeB, Power Attack, Spring Attack, Weapon FinesseB, Weapon Focus (slam)","Fly +29, Intimidate +19, Knowledge (planes) +19, Knowledge (religion) +19, Perception +19, Stealth +21",,Positive Energy Manipulation,,Positive Energy Plane,solitary,none,Elemental,,,0,0,fly 60 ft. (good),,60,,,,,,0,1,0,0,0,,,NULL,,2570,0,0,0,0,Tome of Horrors Complete
Elder Salt Elemental,10,"9,600",,,,,,N,Huge,outsider,earth,elemental,extraplanar,,,,22,10,20,114,12d10+48,12,5,8,2 claws +18 (2d8+7 plus salt poisoning),,15,15,25,13,19,10,11,11,"Cleave, Great Cleave, Improved Bull Rush, Power Attack, Step Up, Weapon Focus (claws)","Climb +22, Intimidate +12, Knowledge (dungeoneering) +15, Knowledge (planes) +15, Perception +15, Stealth +8",,Terran,,any (Plane of Earth),"solitary, pair, or gang (3-8)",none,Elemental,,,0,0,20 ft.,20,,,,,,,1,0,0,0,0,,,NULL,,4825,0,0,0,0,Tome of Horrors 4
Elder Smoke Elemental,11,"12,800",,,,,,N,Huge,outsider,air,elemental,extraplanar,fire,,,27,19,16,152,16d10+64,14,20,5,2 slams +24 (2d8+8 plus burn),,15,15,27,31,18,10,11,11,"Blind-Fight, Combat Reflexes, Dodge, Flyby Attack, Improved Initiative, Mobility, Spring Attack, Weapon Finesse","Escape Artist +29, Fly +33, Intimidate +19, Knowledge (planes) +19, Perception +19, Stealth +21 (+29 in smoke or fog)",+8 Stealth in smoke or fog,Auran,gaseous,"any (Plane of Air, Plane of Fire, or Plane of Smoke)","solitary, pair, or gang (3-8)",none,Elemental,,,0,0,fly 80 ft. (perfect),,80,,,,,,0,1,0,0,0,,,NULL,,4939,0,0,0,0,Tome of Horrors 4
Elder Thing,5,"1,600",,,,,,LN,Medium,aberration,aquatic,,,,,,18,12,16,59,7d8+28,8,4,8,5 tentacles +7 (1d4+2 plus grab),,5,5,15,14,19,20,16,17,"Combat Expertise, Combat Reflexes, Endurance, Great Fortitude","Disable Device +9, Fly +4, Heal +10, Knowledge (arcana) +12, Perception +13, Spellcraft +15, Survival +13, Swim +20, Use Magic Device +10",,Elder Thing,"amphibious, hibernation, limited starflight, no breath",any,"solitary, pair, pod (3-8), or expedition (9-16)",standard,,,,0,0,"30 ft., fly 20 ft. (clumsy), swim 40 ft.",30,,clumsy,,,,,1,1,0,0,1,NULL,,NULL,,5204,0,0,0,0,PFRPG Bestiary 4
Elder Water Elemental,11,"12,800",,,,,,N,Huge,outsider,elemental,extraplanar,water,,,,24,15,17,152,16d10+64,14,18,5,2 slams +24 (2d10+10/19-20),,15,15,30,22,19,10,11,11,"Cleave, Dodge, Great Cleave, Improved Bull Rush, Improved Critical (slam), Improved Sunder, Lightning Reflexes, Power Attack","Acrobatics +25, Escape Artist +25, Knowledge (planes) +19, Perception +19, Stealth +17, Swim +37",,Aquan,,any (Plane of Water),"solitary, pair, or gang (3-8)",none,Elemental,,,0,0,"20 ft., swim 90 ft.",20,,,,90,,,1,0,0,0,1,,,NULL,,176,0,0,0,0,PFRPG Bestiary
Elder Witchlights,0.25,100,,,,,,N,Fine,fey,,,,,,,21,21,18,4,1d6-2,-2,5,3,none,,5,5,1,16,6,3,13,12,Skill Focus (Perception),"Acrobatics +7, Fly +19, Perception +8, Stealth +19",,Sylvan (limited),,temperate forest,"solitary, pair or cloud (4-20), summer swarm (20-100)",standard,Witchlights,,,0,0,fly 30 ft. (perfect),,30,,,,,,0,1,0,0,0,,,NULL,,5100,0,0,0,0,Tome of Horrors 4
Electric Eel,2,600,,,,,,N,Small,animal,,,,,,,15,13,13,17,2d8+8,7,5,0,bite +3 (1d6+1) and tail -2 touch (1d6 electricity),,5,5,13,14,19,1,10,6,Improved Initiative,"Escape Artist +10, Perception +4, Stealth +10, Swim +9",+8 Escape Artist,,,warm fresh water,solitary,none,Eel,,,0,0,"5 ft., swim 30 ft.",5,,,,30,,,1,0,0,0,1,,,NULL,,152,0,0,0,0,PFRPG Bestiary
Electric Eel,2,600,,,,,,N,Large,animal,aquatic,,,,,,15,13,11,22,4d8+4,5,8,2,bite +7 (1d8),,10,5,10,18,12,1,12,2,"Weapon Finesse, Weapon Focus (bite)","Perception +8, Swim +12",Electric eels use their Dexterity modifier for Swim checks.,,,temperate and warm aquatic,solitary or pair,none,Eel,,,0,0,swim 40 ft.,,,,,40,,,0,0,0,0,1,,,NULL,,3459,0,0,0,0,Tome of Horrors Complete
Elemental Air Dragon,18,"153,600",,,,,,NE,Huge,outsider,air,elemental,extraplanar,,,,32,16,24,252,24d10+120,13,22,16,"bite +31 (2d8+12), 2 claws +31 (2d6+8), 2 wings +28 (1d8+8), tail slap +28 (2d6+12)",,15,10 (15 with bite),26,27,21,12,15,12,"Ability Focus (breath weapon), Blind-Fight, Cleave, Flyby Attack, Great Cleave, Hover, Multiattack, Power Attack, Snatch, Vital Strike, Weapon Focus (bite), Weapon Focus (claw)","Fly +27, Intimidate +28, Knowledge (arcana) +28, Knowledge (nature) +28, Knowledge (planes) +28, Perception +29, Survival +29",,"Auran, Common",,Plane of Air,solitary,double standard,Elemental Dragon,,,0,0,"20 ft., fly 120 ft. (poor)",20,,poor,,,,,1,1,0,0,0,,,NULL,,2578,0,0,0,0,Tome of Horrors Complete
Elemental Earth Dragon,20,"307,200",,,,,,NE,Huge,outsider,earth,elemental,extraplanar,,,,26,8,26,252,24d10+120,13,14,15,"bite +35 (2d8+18), 2 claws +35 (2d6+12), 2 wings +32 (1d8+12), tail slap +32 (2d6+18)",,15,10 (15 with bite),35,10,20,10,12,10,"Ability Focus (breath weapon), Blind-Fight, Cleave, Flyby Attack, Great Cleave, Hover, Multiattack, Power Attack, Snatch, Vital Strike, Weapon Focus (bite), Weapon Focus (claw)","Fly +19, Intimidate +27, Knowledge (nature) +27, Knowledge (planes) +27, Perception +28, Survival +28",,"Common, Terran","assimilation, freeze, meld with stone",Plane of Earth,solitary,double standard,Elemental Dragon,,,0,0,"20 ft., fly 100 ft. (poor), burrow 20 ft.",20,,poor,,,,,1,1,0,1,0,,,NULL,,2579,0,0,0,0,Tome of Horrors Complete
